TrackerRow,Skill,Perk,Priority,CurrentTestStatus,Reasons,TestCases,TestScenario,TrackerLink
190,Devices,Overclock Routine,Combination regression,Pass,Healing riders / damage-derived healing budget,C5,"C5: Receive this heal with Defensive Harmony and Soul Amplification at full HP, with one HP missing, while injured and when damage-derived healing is already capped. Only actual positive HP restoration may grant Stamina/Attack. Combine Blood Weapon, Life Siphon, Soul Ascension, Vampiric Fury and Hunger of the Dark in legal builds: aggregate damage-derived healing stays within 50% of the originating damage. Include periodic and companion healing where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A190:O190
192,Devices,Dampening Field II,Combination regression,Pass,Incoming reduction / Guard / conversion interaction,C2,"C2: Combine target-status reduction with generic reduction, Guard, Leadership and resistance. The first two have an 85% combined reduction cap. Guard (up to 55%), resistance and Leadership retain their separate effects. Check tiny hits and physical-to-Force splitting: mitigation must never raise a small hit or double-apply outgoing bonuses. Test strongest ordinary Leadership source plus the Bolster Resolve recovery rider.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A192:O192
195,Devices,Emergency Bunker,Combination regression,Pass,Incoming reduction / Guard / conversion interaction,C2,"C2: Combine target-status reduction with generic reduction, Guard, Leadership and resistance. The first two have an 85% combined reduction cap. Guard (up to 55%), resistance and Leadership retain their separate effects. Check tiny hits and physical-to-Force splitting: mitigation must never raise a small hit or double-apply outgoing bonuses. Test strongest ordinary Leadership source plus the Bolster Resolve recovery rider.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A195:O195
196,Devices,Flamethrower I,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A196:O196
197,Devices,Wrist Rocket I,Combination regression,Pass,Outgoing damage cap / flat-damage interaction; Hard-control duration / conversion / shared immunity,"C1, C3","C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable. C3: Combine Iron Grip and Scrapper Stance with hard control; verify a final maximum of 30 seconds after duration bonuses and resistance. Attempt same-type refresh, another control type, and late Ground Quake Daze-to-Knockdown conversion. No attempt may postpone the original expiration. After control ends, all hard-control types must fail for 20 seconds. Repeat with two attackers, cleansing and logout/rejoin. Soft debuffs retain their authored refresh/extension behavior. Separately, verify that the self-applied subdual penalty retains its authored 60-second knockdown; the combat cap must not shorten it.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A197:O197
198,Devices,Sonic Burst I,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A198:O198
200,Devices,Arc Projector I,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A200:O200
201,Devices,Flamethrower II,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A201:O201
202,Devices,Ion Lance I,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A202:O202
203,Devices,Rail Dart I,Combination regression,Pass,Outgoing damage cap / flat-damage interaction; Periodic damage and mitigation,"C1, C4","C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable. C4: Apply the listed Bleed, Fragmentation or Force damage-over-time effect with damage bonuses, reduction, Guard and relevant resistance. Tick damage uses the common incoming budget and source attribution. Repeat spread/refresh where available; ticks and triggered damage must not recursively trigger auto-attack procs.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A203:O203
205,Devices,Wrist Rocket II,Combination regression,Pass,Outgoing damage cap / flat-damage interaction; Hard-control duration / conversion / shared immunity,"C1, C3","C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable. C3: Combine Iron Grip and Scrapper Stance with hard control; verify a final maximum of 30 seconds after duration bonuses and resistance. Attempt same-type refresh, another control type, and late Ground Quake Daze-to-Knockdown conversion. No attempt may postpone the original expiration. After control ends, all hard-control types must fail for 20 seconds. Repeat with two attackers, cleansing and logout/rejoin. Soft debuffs retain their authored refresh/extension behavior. Separately, verify that the self-applied subdual penalty retains its authored 60-second knockdown; the combat cap must not shorten it.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A205:O205
206,Devices,Sonic Burst II,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A206:O206
207,Devices,Cryo Sprayer,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A207:O207
208,Devices,Arc Projector II,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A208:O208
209,Devices,Ion Lance II,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A209:O209
210,Devices,Flamethrower III,Combination regression,Pass,Outgoing damage cap / flat-damage interaction,C1,"C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A210:O210
211,Devices,Rail Dart II,Combination regression,Pass,Outgoing damage cap / flat-damage interaction; Periodic damage and mitigation,"C1, C4","C1: Combine the listed damage bonus with positional, stance, target-status and finisher bonuses. Compare front/side/back and healthy/low-HP targets. Percentage bonuses stop at +100% of the pre-bonus damage; flat bonuses remain afterward, followed by target vulnerability and mitigation. Include ordinary attacks, queued abilities, direct casts and companion attacks where applicable. C4: Apply the listed Bleed, Fragmentation or Force damage-over-time effect with damage bonuses, reduction, Guard and relevant resistance. Tick damage uses the common incoming budget and source attribution. Repeat spread/refresh where available; ticks and triggered damage must not recursively trigger auto-attack procs.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A211:O211
